stateid,ccode,country,electionid,year,mmdd,types,notes,nelda1,nelda1notes,nelda2,nelda2notes,nelda3,nelda3notes,nelda4,nelda4notes,nelda5,nelda5notes,nelda6,nelda6notes,nelda7,nelda7notes,nelda8,nelda8notes,nelda9,nelda9notes,nelda10,nelda10notes,nelda11,nelda11notes,nelda12,nelda12notes,nelda13,nelda13notes,nelda14,nelda14notes,nelda15,nelda15notes,nelda16,nelda16notes,nelda17,nelda17notes,nelda18,nelda18notes,nelda19,nelda19notes,nelda20,nelda20notes,nelda21,nelda21notes,nelda22,nelda22notes,nelda23,nelda23notes,nelda24,nelda24notes,nelda25,nelda25notes,nelda26,nelda26notes,nelda27,nelda27notes,nelda28,nelda28notes,nelda29,nelda29notes,nelda30,nelda30notes,nelda31,nelda31notes,nelda32,nelda32notes,nelda33,nelda33notes,nelda34,nelda34notes,nelda35,nelda35notes,nelda36,nelda36notes,nelda37,nelda37notes,nelda38,nelda38notes,nelda39,nelda39notes,nelda40,nelda40notes,nelda41,nelda41notes,nelda42,nelda42notes,nelda43,nelda43notes,nelda44,nelda44notes,nelda45,nelda45notes,nelda46,nelda46notes,nelda47,nelda47notes,nelda48,nelda48notes,nelda49,nelda49notes,nelda50,nelda50notes,nelda51,nelda51notes,nelda52,nelda52notes,nelda53,nelda53notes,nelda54,nelda54notes,nelda55,nelda55notes,nelda56,nelda56notes,nelda57,nelda57notes,nelda58,nelda58notes
MAG,580,Madagascar,580-1965-0808-L1,1965,808,Legislative/Parliamentary,"This legislative election, held after the presidential election, saw the PSD retaining power in the parliament. ",no,,no,,yes,The system was heavily favorable to the incumbent party with a winner-take-all clause in the constitution that stymied minority parties.,yes,,yes,,no,,N/A,,no,,no,,no,,no,,yes,,no,,no,,no,,no,,no,"most native people earned their living through small scale agriculture. The French were the main owners of more modern production, however very little of their profits benefitted the government, which eventually led to discontent.",no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,no,the PSD was the dominant party in Madagascar,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,tsiranana,,tsiranana,,no,,N/A,,N/A,,no,,no,no indication monitors requested to attend,yes,"Maintaining good ties with Western nationsw as part of the foreign policy at that time, in addition, in 1963 Madaagascar allowed the establishment of a NASA station on the Island",no,,no,,yes,,france,"Madagascar was a former French colony and maintained good relations, in addition much of the modern economy was dominated by the French, and there were defense agreements between the 2 countries",no,,no,,no,,no,
MAG,580,Madagascar,580-1970-0904-L1,1970,904,Legislative/Parliamentary,"Madagascar, legislative election 9/4/1970, round 1 of 1",no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,yes,"The PSD party of the president received more than 90% of the votes.  Moreover, the winner-take-all system of election meant that opposition parties had little chance against the popular ruling party",no,,no,,no,,no,,no,"the economy, based on crash crops, had not really be changed since independence in 1960, and was deteriorating, a fact that would later exacerbate political tension and change",no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,no,,N/A,no evidence of such reports,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Tsiranana,,Tsiranana,,no,,N/A,,N/A,,no,,no,,yes,"Besides France, the US relations were very important, and Madagascar had allowed the US to build a NASA base on the island",no,,no,,yes,,France,"Madagascar was a former colony of France, and had very strong ties.  There were numerous military and protection agreements, French was widely used, and many top government officials were educated in French schools",no,,no,,no,,no,
MAG,580,Madagascar,580-1972-0130-P1,1972,130,Executive,Tsiranana was reelected in this presidential election. (Political unrest and his own poor health would lead him to appoint Ramanantsoa as prime minister with full powers of government in the same year),no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,,N/A,There was no opposition,no,,yes,,no,,no,,yes,,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,philibert tsiranana,,philibert tsiranana,,no,,N/A,,N/A,,no,,no,,no,No evidence of any substantial relations present,no,,no,,no,,N/A,,no,,no,,no,,no,
MAG,580,Madagascar,580-1977-0630-L1,1977,630,Legislative/Parliamentary,Legislative elections involving four parties for National Assembly seats,no,,no,,no,,no,,no,,no,,N/A,,N/A,,N/A,,no,"There was a transitional government, but its sole purpose was not to hold elections",yes,,yes,,yes,,no,,no,,yes,,no,,no,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,N/A,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,ramanantsoa,,ramanantsoa,,no,,N/A,,N/A,,no,,no,,no,No evidence of any substantial relations present,no,,no,,no,,N/A,,no,,no,,no,,no,
MAG,580,Madagascar,580-1982-1107-P1,1982,1107,Executive,,no,,no,,no,Parties that oppose the president are kicked out of the ruling coalition (Front national pour la defense de la revolution (FNDR)) and cannot run.,yes,government and coalition partners in the FNDR,yes,"yes, a former opposition member of the Monima party, Mr Monja Joana was reincorporated into the FNDR and ran against the leader of madagascar",no,,no,"Ratsiraka, military leader and president by national referendum for 16 years plans to run.",no,,no,"military ruler, then president by national referendum",no,,yes,"opposition leaders cannot run, the media cannot criticize the president.",no,,N/A,"No opposition leaders tried to run. The main opposition leader, monja joana, ran within the coalition structure.",N/A,,N/A,no major reports,yes,the media cannot criticize the government.,no,,yes,"It was noted that Madagascar's economy had suffered severely from high oil prices, together with a drought which had decreased agricultural production, and also from erratic world prices of coffee, cloves and vanilla",yes,large amount of aid from europe (esp france) the United States and through int'l org such as the imf and world bank,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,no,,no,,yes,,yes,,no,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Ratsiraka,,Ratsiraka,,no,,N/A,,N/A,,no,,no,,yes,relations resumed in 1980. relations were strained in the 1970's with the withdrawal of the ambassador and the closing of a NASA station.,no,,no,,yes,,"france, germany, the imf and world bank, switzerla","give large amounts of aid, restructuring programs headed by these countries.",no,,no,,no,,no,
MAG,580,Madagascar,580-1983-0828-L1,1983,828,Legislative/Parliamentary,,no,,no,,no,"Only Frront national pour la defense de la revolution (FNDR), could run.",yes,,yes,seven official parties put forth 500 candidates for the 137 contested legislative seats,yes,"late, the elections were delayed because of the presidential elections and Madagascar's economic difficulties",N/A,,N/A,,N/A,,no,,yes,opposition leaders cannot run. According to elections in africa in 1983 and 1989 slightly more possibilities for political competition were allowed without putting the dominant position of the regime party AREMA at any risk.,yes,see above note,N/A,,N/A,,N/A,,yes,media cannot criticize the president and his party AREMA,no,,yes,"It was noted that Madagascar's economy had suffered severely from high oil prices, together with a drought which had decreased agricultural production, and also from erratic world prices of coffee, cloves and vanilla",yes,large amount of aid from europe (esp france) the United States and through int'l org such as the imf and world bank,no,,N/A,,N/A,,N/A,,no,gained seats: 115/137,no,,N/A,,no,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Ratsiraka,,Ratsiraka,,no,,N/A,,N/A,,no,,no,,yes,relations resumed in 1980. relations were strained in the 1970's with the withdrawal of the ambassador and the closing of a NASA station.,no,,no,,yes,,"france, germany, the imf and world bank, switzerla","these countries, esp france, former ruler, give large amts of aid",no,,no,,no,,no,
MAG,580,Madagascar,580-1989-0312-P1,1989,312,Executive,early elections,no,,no,,no,"Only Front national pour la defense de la revolution (FNDR), could run.",yes,see above,yes,all from the ruling FNDR,yes,early. Originally supposed to be held in november.,no,ratsiraka plans to run.,no,,no,,no,,yes,no real political opposition.,yes,,yes,more vocal opposition than the last election cycle,no,,yes,,yes,the media is not allowed to criticize the president,no,,no,"the country is beginning to come out of its economic crisis with structural reforms and debt repayment, liberalization of the economy, etc",yes,,yes,,yes,,N/A,,N/A,,no,,no,,N/A,,no,,yes,,yes,,yes,"young voters could not vote, ballot-stuffing",yes,"Massive demonstrations against Ratsiraka's inauguration led to violent clashes in Antananarivo that, according to official figures, left seventy-five dead and wounded",no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Ratsiraka,,Ratsiraka,,no,,N/A,,N/A,,no,,no,,yes,relations resumed in 1980. relations were strained in the 1970's with the withdrawal of the ambassador and the closing of a NASA station.,no,,no,,yes,France gave large amounts of aid,"france, the imf and world bank, switzerland",,no,,no,,no,,no,
MAG,580,Madagascar,580-1989-0528-L1,1989,528,Legislative/Parliamentary,late elections,no,,no,,no,no official opposition is allowed. All parties must be from FNDR,yes,any party in FNDR,yes,,yes,"late. The elections were supposed to be held in 1988. however, ratsiraka said that the electiosn would be less expensive if the parliamentary and presidential elections were close to each other. Both elections planed for november. However, bo",N/A,,N/A,,N/A,,no,,yes,one part of the FNDR formed a coalition calle the democratic alliance�almost boycotted the elections b/c of the fraudlent prsidential elections.,yes,the ruling party always wins the elections,yes,"In 1989 and afterwards there was a growing opposition movement known as Hery Velona or Active Forces. A number of already existing political parties and their leaders, among them Albert Zafy and Rakotoniaina Manandafy, anchored this movement.",no,,no,,no,elimination of press censorship de jure. Perhaps in fact there was still censorship.,no,,no,"the country is beginning to come out of its economic crisis with structural reforms and debt repayment, liberalization of the economy, etc",yes,,no,,N/A,,N/A,,N/A,,no,Arema party won 120 out of 137,no,,N/A,,no,AREMA own by la agrger margin,yes,,yes,perhaps it was spillover from the presidential elections,yes,,yes,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Ratsiraka,,Ratsiraka,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"france, the imf and world bank, eec",,no,,no,,no,,no,
MAG,580,Madagascar,580-1992-1125-P1,1992,1125,Executive,"This is the first round of a two-round presidential election. Incumbent won 28% of the vote, while opposition leader Zaft won 46% of the vote, just short of the 50% necessary to avoida  runoff. The ICJ sent 67 observers to monitor both rounds of the election. ",no,,no,,yes,,yes,,yes,,N/A, for an explanation of this coding.  ,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,Political turmoil and violence had crumbled the economy ,yes,Yes. Madagascar received $15 million in foreign aid in 1992. ,yes,,yes,,N/A,,N/A,,no,Not in the first round of the election. ,no,,N/A,,yes,,N/A,No such critical reports could be found. ,no,,N/A,,N/A,,no,,yes,There was a revolution suppressed by the military just three months before this election. ,no,,N/A,,N/A,,N/A,,N/A,,no,Not in the first round of the election. ,N/A,,N/A,,N/A,,Ratsiraka,,Ratsiraka,,yes,,yes,,no,,no,,no,,yes,,no,,no,Relations since the early 1990s had been pleasant between Madagascar and the United States.  ,yes,,"France, US, UN, germany",,no,,no,,no,,no,
MAG,580,Madagascar,580-1992-1125-P2,1993,210,Executive,"This is the second round of a two-round presidential election. Incumbent won 33% of the vote, while opposition leader Zaft won 67% of the vote and the election. The ICJ sent 67 observers to monitor both rounds of the election. ",no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,no,,yes,Political turmoil and violence had crumbled the economy ,yes,Yes. Madagascar received $15 million in foreign aid in 1992. ,yes,,yes,,N/A,,N/A,,yes,,no,,N/A,,yes,,N/A,No such critical reports could be found. ,no,,N/A,,N/A,,no,,yes,There was a revolution suppressed by the military just three months before this election. ,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Ratsiraka,,Zagy,,yes,,yes,,no,,no,,no,,yes,,no,,no,Relations since the early 1990s had been pleasant between Madagascar and the United States.  ,yes,,"France, US, UN, germany",,no,,no,,no,,no,
MAG,580,Madagascar,580-1993-0616-L1,1993,616,Legislative/Parliamentary,These were the very first parliamentary elections following the approval of a new constitution that introduced full democracy the previous year. Parties aligned with President Zafy won 75 seats out of the 134 total. ,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,yes,Incumbent had just won in a landslide presidential election.  ,no,,no,,no,,no,,no,,yes,The fishing industry was in turmoil and the inflation rate was soon to reach 60%. ,yes,"Starting from 1993, Madagascar received $40 million in foreign aid. ",no,,N/A,,N/A,,N/A,,no,,no,No such polls could be found. ,N/A,,no,,N/A,No such critical reports could be found. ,no,,N/A,,N/A,,no,,yes,"According to Two individuals were killed in political violence in Toliara on June 1, 1993, and one individual was killed in political violence in Arivonimamo on June 6, 1993 ",no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Zagy,,Zagy,,yes,,no,,N/A,,no,,no,,yes,,no,,no,Relations since the early 1990s had been pleasant between Madagascar and the United States.  ,yes,,"France, US, UN, Germany",,no,,no,,no,,no,
MAG,580,Madagascar,580-1996-1103-P1,1996,1103,Executive,"This is the first round of a two-round election. The incumbent president Zafy had been impeached. His interim successor was Norbert Ratsirahonana. Therefore, he is coded as the incumbent. Zafy, although impeached, was allowed to participate in the election. In the first round, Ratsiraka won 36% of the vote; Zafy won 23% of the vote. ",no,,no,,yes,,yes,,yes,,yes,Elections were held early because Zafy had been impeached.  ,no,,no,,no,,yes,,no,,no,,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,,N/A,,N/A,,yes,"Although a new president had not yet been elected in the first round, incumbent's party lost because he would not take part in the run-off second round election. ",no,No such polls could be found. ,N/A,,yes,,no,,no,,N/A,,N/A,,no,,yes,There was significant violence that resulted in at least two civilian deaths before the election. ,no,No such results existed. ,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Ratsirahonana,"Although Zafy was the last elected president, he was impeached before this election. Rasirahonana was standing president during the 1996 presidential election. ",Ratsirahonana,Not in the first round ,yes,,yes,,no,"There were noted irregularities in the voting process, but there were no allegations of significant vote fraud. ",no,,no,,yes,,no,,no,Relations since the early 1990s had been pleasant between Madagascar and the United States.  ,yes,,"US, ACP, AfDB, CD, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO (correspondent), ITSO, ITU, ITUC, MIGA, NAM, OIF, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO",,no,,no,,no,,no,
MAG,580,Madagascar,580-1996-1103-P2,1996,1229,Executive,"This is the second  round of a two-round election. The incumbent president Zafy had been impeached. His interim successor was Norbert Ratsirahonana. Therefore, he is coded as the incumbent. Zafy, although impeached, was allowed to participate in the election. In the second round, Ratsiraka won 50.7% of the vote; Zafy won 49% of the vote. ",no,,no,,yes,,yes,,yes,,no,Second round elections were neither early nor late. ,no,,no,,no,,yes,,yes,,no,Incumbent is not a candidate anymore. ,no,,no,,no,,no,,no,,no,,yes,,yes,,yes,"Incumbent ran in the first round of the election, but was no longer a candidate by the second round. ",N/A,,N/A,,yes,,no,No such polls could be found. ,N/A,,yes,,yes,Such reports were widely disseminated throughout the country by Zafy supporters. ,no,,N/A,,N/A,,no,,yes,There was significant violence that resulted in at least two civilian deaths before the election. ,no,No such results existed. ,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Ratsirahonana,"Although Zafy was the last elected president, he was impeached before this election. Rasirahonana was standing president during the 1996 presidential election. ",Ratsiraka,,yes,,yes,,no,"There were noted irregularities in the voting process, but there were no allegations of significant vote fraud. ",no,,no,,yes,,no,,no,Relations since the early 1990s had been pleasant between Madagascar and the United States.  ,yes,,"US, ACP, AfDB, CD, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO (correspondent), ITSO, ITU, ITUC, MIGA, NAM, OIF, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO",,no,,no,,no,,no,
MAG,580,Madagascar,580-1998-0517-L1,1998,517,Legislative/Parliamentary,"Although independents won more seats than any party, incumbent's AREMA party emerged as the largest organized faction in the Parliament. ",no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,yes,,no,,no,,no,,no,,no,,yes,The country's agriculture suffered immensely from a locust swarm outbreak. ,yes,,no,,N/A,,N/A,,N/A,,no,,no,No such polls could be found. ,N/A,,no,,N/A,No such reports could be found. ,no,,N/A,,N/A,,no,"No results were canceled. Results generally favored the incumbent. In terms of the independents who won seats, it is unclear which of those results did not favor the incumbent. ",no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Ratsiraka,,Ratsiraka,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,"Relations since the early 1990s had been pleasant between Madagascar and the United States. The Marc Ravalomanana government, however, especially after being validated by the legislature and being given a mandate, moved off of its dependency on France and sought out American markets. ",yes,,"US, ACP, AfDB, CD, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO (correspondent), ITSO, ITU, ITUC, MIGA, NAM, OIF, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO",,no,,no,,no,,no,
MAG,580,Madagascar,580-2001-1216-P1,2001,1216,Executive,"After a disputed election and extreme post-election civilian violence, the incumbent president lost to opposition leader Marc Ravalomanana after a recount.  ",no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,The election was seen as competitive. ,no,,no,,no,,no,,no,,no,The country's economy was not objectively worse than it usually is. ,yes,,yes,,yes,,N/A,,N/A,,yes,,no,No such polls could be found. ,N/A,,yes,,yes,Reports were widely distributed and even broadcast on the national radio. ,yes,,yes,Such allegations were made by both parties. ,no,Civilians who supported the incumbent used violence; evidence of violence used by the government could not be found. ,no,,yes,"There were numerous riots and protests after the election. After seven weeks of peaceful protest, the two rival factions broke out into violence. On the first day of several weeks of violence, at least two people were killed. ",no,Results were not favorable to the incumbent ,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Ratsiraka,,Marc Ravalomanana,,no,"Although at least twenty organizations were listed as election monitors, none were international. Moreover, none seemed to be involved in election observing. ",N/A,,N/A,,no,None that could be found. ,no,,yes,,no,,no,Relations since the early 1990s had been pleasant between Madagascar and the United States.  ,yes,,"US, ACP, AfDB, CD, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO (correspondent), ITSO, ITU, ITUC, MIGA, NAM, OIF, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO",,no,,no,,no,,no,
MAG,580,Madagascar,580-2002-1215-L1,2002,1215,Legislative/Parliamentary,"Incumbent president, Marc Ravalomanana founded the TIM Party earlier in 2002, one year after he won the presidential election. The TIM party won 103 seats. The largest party in the legislature prior to the election, the ARENA party, won only 3, down from 63. ",no,,no,,yes,,yes,,yes,,yes,"They were slightly early. The National Assembly was prematurely dissolved on October 16, 2002 after the country went into chaos due to the 2001 presidential elections. ",N/A,,N/A,,N/A,,no,,no,,yes,The elections were seen as a means of legalizing the incumbent president's disputed election results in 2001. It was the widespread belief that the TIM would win in a landslide.  ,no,,no,,no,,no,,no,,yes,Country was said to have spiraled into an economic crisis after demonstrations and riots broke out after the 2001 presidential elections. ,yes,,no,,N/A,,N/A,,N/A,,no,,no,No such polls could be found. ,N/A,,no,The vote count was a loss by 60 votes for the incumbent ,N/A,"Although the EU said there was some room for improvement, the election was generally praised by all election monitors, including those of the EU. ",no,,N/A,,N/A,,no,Results favored the incumbent. ,no," before the election stands to me the time between the actual election and when the National Assembly was dissolved (October 15, 2002). During this two-month time frame, there was no significant violence. If the time period is extended to before this date, there was significant violence involving civilian deaths--it should be noted that in this case, the violence must be considered post-election violence from the 2001 presidential elections. ",no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Marc Ravalomanana,,Marc Ravalomanana,,yes,,yes,,no,,no,,no,,yes,,no,,no,"Relations since the early 1990s had been pleasant between Madagascar and the United States. The Marc Ravalomanana government, however, especially after being validated by the legislature and being given a mandate, moved off of its dependency on France and sought out American markets. ",yes,,"ACP, AfDB, CD, COMESA, FAO, G-77, IAEA, IBRD, ICAO, ICC, ICRM, IDA, IFAD, IFC, IFRCS, ILO, IMF, IMO, InOC, Interpol, IOC, IOM, ISO (correspondent), ITSO, ITU, ITUC, MIGA, NAM, OIF, OPCW, PCA, SADC, UN, UNCTAD, UNESCO, UNHCR, UNIDO, UNWTO, UPU, WCO, WFTU, WHO, WIPO, WMO, WTO",,no,,no,,no,,no,
MAG,580,Madagascar,580-2006-1203-P1,2006,1203,Executive,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,no,,no,,yes,,no,,yes,,no,,yes,,no,,yes,,yes,,yes,,N/A,,N/A,,no,,yes,,yes,,no,,no,,no,,N/A,,N/A,,no,,no,There was military gunfire trying to prevent an opposition leader from returning to the country.,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,marc ravalomanana,,marc ravalomanana,,yes,,yes,,no,,no,,no,,yes,,no,,no,,yes,,us,,no,,no,,no,,no,
MAG,580,Madagascar,580-2007-0923-L1,2007,923,Legislative/Parliamentary, party (wins 105/127 seats). Followed a recent referendum that gave the president enhanced powers.,no,,no,,yes,,yes,,yes,,yes,The President called elections early in a surprise move,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,no,,yes,,yes,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,no,,N/A,,no,,yes,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Ravalomanana,,Ravalomanana,,yes,,yes,UN,no,,no,,no,,yes,,no,,no,,yes,,"France, UK, UN",,no,,no,,no,,no,
MAG,580,Madagascar,580-2013-1025-P1,2013,1220,Executive,"First round of a long-delayed, controversial presidential elections which takes place amid chaos and splashes of violence. At the time of the election, the incumbent is technically transitional leadership and thus a strict independent. ",no,,no,,yes,,yes,,yes,,yes,Late,yes,,no,,no,,yes,,yes,,N/A,,yes,,yes,,yes,,no,,no,,no,,yes,,yes,,no,,no,,N/A,,N/A,,no,,N/A,,no,,no,,no,,N/A,,N/A,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Rajoelina,,Rajoelina,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"France, African UNion",,no,,no,,no,,no,
MAG,580,Madagascar,580-2013-1025-P2,2013,1025,Executive,"Second round of the presidential election - long delayed. Process of selecting candidates is long and complicated, and many enter and depart before. Some are barred from the race, some are forced to remain in exile. Poll transpires smoothly in general. ",no,,no,,yes,,yes,,yes,,yes,Late,yes,,no,,no,,yes,,yes,,no,,yes,,yes,,yes,,no,,no,,no,,yes,,yes,,no,,no,,N/A,,yes,,no,,N/A,,no,,no,,no,,N/A,,N/A,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Rajoelina,,Rajaonarimampianina,,yes,,yes,Including Carter Center,no,,no,,no,,yes,,no,,no,,yes,,"France, African Union",,no,,no,,no,,no,
MAG,580,Madagascar,580-2013-1220-L1,2013,1220,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,Late,N/A,,N/A,,N/A,,yes,,yes,,N/A,,yes,,yes,,yes,,no,,no,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,no,,no,,no,,N/A,,N/A,,no,,yes,,no,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Rajoelina,,Rajaonarimampianina,,no,,N/A,,N/A,,no,,no,,yes,,no,,no,,yes,,"France, African Union",,no,,no,,no,,no,
COM,581,Comoros,581-1978-1022-P1,1978,1022,Executive,Abdallah had staged a coup with help of Bob Denard (who was tacitly backed by the French government) to overthrow Soilih who had previously overthrown Abdallah in 1975 (also helped by Denard). He held the election in October after the May coup,yes,"this was the first election since the independence of Comoros from France in 1975, A new constitution was voted on and passed 10.01.1978",no,,no,,no,"no formal parties were allowed, but neither was dissension",no,,N/A,"Abdallah had been outsted in a coup in 1975, and in turn ousted Soilih in a coup in May of 1978, and then ran for president unopposed",no,,no,,no,,no,,yes,"the new country had already had two coups in 3 years, and Abdallah was running unopposed after deposing Soilih, the former president who had deposed Abdallah in a 1975 coup.",yes,"Abdallah, and Denard were in full control of the country",N/A,"the small opposition called for a boycott. Also, Soilih, the former president, had been killed in the coup",N/A,,N/A,"no formal parties were allowed, and Denard (a mercenary who had orchestrated the coup) had a private army used to suppress dissent",yes,Abdallah controled the country,no,Comoros is one of the poorest countries in the world with sparse natural resources and was dependent on agriculture,no,,no,,yes,,yes,,N/A,,N/A,,N/A,,no,,N/A,,no,,yes,"not only did the coup garner international attention, it was clear that the people knew the elections were far from fair",no,the threat of Denard's personal army retribution prevented any uprisings,N/A,,N/A,,no,,no,Denard's coup didn�t lead to significant civilian death,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Bob Denard,,Bob Denard,,no,,N/A,,N/A,,no,,no,,no,,no,,no,,yes,"Comoros was also in the Organization of African Unity. After the coup they were required to leave because of the use of force, but after making a superficial request to Denard to leave they were reinstated.",france,"Comoros was a former colony of France and still had important ties. More importantly, France had a defense agreement with Comoros and is thought to have tacitly approved the coups staged by Bob Denard.",no,"when reappointed in the 1978 coup, Abdallah learned his lesson from the 1975 coup and improved relations with France",no,,no,,yes,"it is widely accepted that France tacitly approved and supported Denard in this coup, which replaced Soilih whose polices were far from rational."
COM,581,Comoros,581-1978-1208-L1,1978,1208,Legislative/Parliamentary,Abdallah had staged a coup with help of Bob Denard (who was tacitly backed by the French government) to overthrow Soilih who had previously overthrown Abdallah in 1975 (also helped by Denard).,yes,"this was the first legislative election since the independence of Comoros from France in 1975, A new constitution was voted on and passed 10.01.1978",no,no parties were allowed,no,,no,"no formal parties were allowed, but neither was dissention",yes,,N/A,,N/A,there was no incumbent legislature,N/A,there was no incumbent legislature,N/A,,no,,yes,"the new country had already had two coups in 3 years, and Abdallah and Denard controlled the country",yes,Abdallah and Denard were in full control of the country,no,,no,,no,"no formal parties were allowed, and Denard (a mercenary who had orchestrated the coup) had a private army used to suppress dissent",yes,Abdallah controled the country,no,Comoros is one of the poorest countries in the world with sparse natural resources and was dependent on agriculture,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,no,,yes,"not only did the coup garner international attention, it was clear that the people knew the elections were far from fair",no,the threat of Denard's personal army retribution prevented any uprisings,N/A,,N/A,,no,,no,Denard's coup didn�t lead to significant civilian death,no,"while there was no incumbent legislature, the results were favorable to the incumbent leader, Abdallah",N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,Bob Denard,,Bob Denard,,no,,N/A,,N/A,,no,,no,,no,,no,,no,,yes,"Comoros was also in the Organization of African Unity. After the coup they were required to leave because of the use of force, but after making a superficial request to Denard to leave they were reinstated.",france,"Comoros was a former colony of France and still had important ties. More importantly, France had a defense agreement with Comoros and is thought to have tacitly approved the coups staged by Bob Denard, a former French mercenary who deposed gov",no,"when reappointed in the 1978 coup, Abdallah learned his lesson from the 1975 coup and improved relations with France",no,,no,,yes,"it is widely accepted that France tacitly apprvved and supported Denard in this coup, which replaced Soilih whose polices were far from rational (for example, he fired all civil servants and replaced htem with teenagers in an attempt to bring a"
